obs,icdcode,icdlabel,cc,addcc
4279,M02349,"Reiter's disease, unspecified hand",57,
4280,M02351,"Reiter's disease, right hip",57,
4281,M02352,"Reiter's disease, left hip",57,
4282,M02359,"Reiter's disease, unspecified hip",57,
4283,M02361,"Reiter's disease, right knee",57,
4284,M02362,"Reiter's disease, left knee",57,
4285,M02369,"Reiter's disease, unspecified knee",57,
4286,M02371,"Reiter's disease, right ankle and foot",57,
4287,M02372,"Reiter's disease, left ankle and foot",57,
4288,M02379,"Reiter's disease, unspecified ankle and foot",57,
4289,M0238,"Reiter's disease, vertebrae",57,
4290,M0239,"Reiter's disease, multiple sites",57,
4291,M0280,"Other reactive arthropathies, unspecified site",55,
4292,M02811,"Other reactive arthropathies, right shoulder",55,
4293,M02812,"Other reactive arthropathies, left shoulder",55,
4294,M02819,"Other reactive arthropathies, unspecified shoulder",55,
4295,M02821,"Other reactive arthropathies, right elbow",55,
4296,M02822,"Other reactive arthropathies, left elbow",55,
4297,M02829,"Other reactive arthropathies, unspecified elbow",55,
4298,M02831,"Other reactive arthropathies, right wrist",55,
4299,M02832,"Other reactive arthropathies, left wrist",55,
4300,M02839,"Other reactive arthropathies, unspecified wrist",55,
4301,M02841,"Other reactive arthropathies, right hand",55,
4302,M02842,"Other reactive arthropathies, left hand",55,
4303,M02849,"Other reactive arthropathies, unspecified hand",55,
4304,M02851,"Other reactive arthropathies, right hip",55,
4305,M02852,"Other reactive arthropathies, left hip",55,
4306,M02859,"Other reactive arthropathies, unspecified hip",55,
4307,M02861,"Other reactive arthropathies, right knee",55,
4308,M02862,"Other reactive arthropathies, left knee",55,
4309,M02869,"Other reactive arthropathies, unspecified knee",55,
4310,M02871,"Other reactive arthropathies, right ankle and foot",55,
4311,M02872,"Other reactive arthropathies, left ankle and foot",55,
4312,M02879,"Other reactive arthropathies, unspecified ankle and foot",55,
4313,M0288,"Other reactive arthropathies, vertebrae",55,
4314,M0289,"Other reactive arthropathies, multiple sites",55,
4315,M029,"Reactive arthropathy, unspecified",55,
4316,M041,Periodic fever syndromes,57,
4317,M042,Cryopyrin-associated periodic syndromes,57,
4318,M048,Other autoinflammatory syndromes,57,
4319,M049,"Autoinflammatory syndrome, unspecified",57,
4320,M0500,"Felty's syndrome, unspecified site",56,
4321,M05011,"Felty's syndrome, right shoulder",56,
4322,M05012,"Felty's syndrome, left shoulder",56,
4323,M05019,"Felty's syndrome, unspecified shoulder",56,
4324,M05021,"Felty's syndrome, right elbow",56,
4325,M05022,"Felty's syndrome, left elbow",56,
4326,M05029,"Felty's syndrome, unspecified elbow",56,
4327,M05031,"Felty's syndrome, right wrist",56,
4328,M05032,"Felty's syndrome, left wrist",56,
4329,M05039,"Felty's syndrome, unspecified wrist",56,
4330,M05041,"Felty's syndrome, right hand",56,
4331,M05042,"Felty's syndrome, left hand",56,
4332,M05049,"Felty's syndrome, unspecified hand",56,
4333,M05051,"Felty's syndrome, right hip",56,
4334,M05052,"Felty's syndrome, left hip",56,
4335,M05059,"Felty's syndrome, unspecified hip",56,
4336,M05061,"Felty's syndrome, right knee",56,
4337,M05062,"Felty's syndrome, left knee",56,
4338,M05069,"Felty's syndrome, unspecified knee",56,
4339,M05071,"Felty's syndrome, right ankle and foot",56,
4340,M05072,"Felty's syndrome, left ankle and foot",56,
4341,M05079,"Felty's syndrome, unspecified ankle and foot",56,
4342,M0509,"Felty's syndrome, multiple sites",56,
4343,M0510,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,56,
4344,M05111,Rheumatoid lung disease with rheumatoid arthritis of right shoulder,56,
4345,M05112,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,56,
4346,M05119,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder,56,
4347,M05121,Rheumatoid lung disease with rheumatoid arthritis of right elbow,56,
4348,M05122,Rheumatoid lung disease with rheumatoid arthritis of left elbow,56,
4349,M05129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,56,
4350,M05131,Rheumatoid lung disease with rheumatoid arthritis of right wrist,56,
4351,M05132,Rheumatoid lung disease with rheumatoid arthritis of left wrist,56,
4352,M05139,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist,56,
4353,M05141,Rheumatoid lung disease with rheumatoid arthritis of right hand,56,
4354,M05142,Rheumatoid lung disease with rheumatoid arthritis of left hand,56,
4355,M05149,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,56,
4356,M05151,Rheumatoid lung disease with rheumatoid arthritis of right hip,56,
4357,M05152,Rheumatoid lung disease with rheumatoid arthritis of left hip,56,
4358,M05159,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,56,
4359,M05161,Rheumatoid lung disease with rheumatoid arthritis of right knee,56,
4360,M05162,Rheumatoid lung disease with rheumatoid arthritis of left knee,56,
4361,M05169,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,56,
4362,M05171,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,56,
4363,M05172,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,56,
4364,M05179,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,56,
4365,M0519,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,56,
4366,M0520,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,56,
4367,M05211,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,56,
4368,M05212,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,56,
4369,M05219,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,56,
4370,M05221,Rheumatoid vasculitis with rheumatoid arthritis of right elbow,56,
4371,M05222,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,56,
4372,M05229,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow,56,
4373,M05231,Rheumatoid vasculitis with rheumatoid arthritis of right wrist,56,
4374,M05232,Rheumatoid vasculitis with rheumatoid arthritis of left wrist,56,
4375,M05239,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,56,
4376,M05241,Rheumatoid vasculitis with rheumatoid arthritis of right hand,56,
4377,M05242,Rheumatoid vasculitis with rheumatoid arthritis of left hand,56,
4378,M05249,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand,56,
4379,M05251,Rheumatoid vasculitis with rheumatoid arthritis of right hip,56,
4380,M05252,Rheumatoid vasculitis with rheumatoid arthritis of left hip,56,
4381,M05259,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,56,
4382,M05261,Rheumatoid vasculitis with rheumatoid arthritis of right knee,56,
4383,M05262,Rheumatoid vasculitis with rheumatoid arthritis of left knee,56,
4384,M05269,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee,56,
4385,M05271,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot,56,
4386,M05272,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot,56,
4387,M05279,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,56,
4388,M0529,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites,56,
4389,M0530,Rheumatoid heart disease with rheumatoid arthritis of unspecified site,56,
4390,M05311,Rheumatoid heart disease with rheumatoid arthritis of right shoulder,56,
4391,M05312,Rheumatoid heart disease with rheumatoid arthritis of left shoulder,56,
4392,M05319,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder,56,
4393,M05321,Rheumatoid heart disease with rheumatoid arthritis of right elbow,56,
4394,M05322,Rheumatoid heart disease with rheumatoid arthritis of left elbow,56,
4395,M05329,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow,56,
4396,M05331,Rheumatoid heart disease with rheumatoid arthritis of right wrist,56,
4397,M05332,Rheumatoid heart disease with rheumatoid arthritis of left wrist,56,
4398,M05339,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist,56,
4399,M05341,Rheumatoid heart disease with rheumatoid arthritis of right hand,56,
4400,M05342,Rheumatoid heart disease with rheumatoid arthritis of left hand,56,
4401,M05349,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand,56,
4402,M05351,Rheumatoid heart disease with rheumatoid arthritis of right hip,56,
4403,M05352,Rheumatoid heart disease with rheumatoid arthritis of left hip,56,
4404,M05359,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip,56,
4405,M05361,Rheumatoid heart disease with rheumatoid arthritis of right knee,56,
4406,M05362,Rheumatoid heart disease with rheumatoid arthritis of left knee,56,
4407,M05369,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee,56,
4408,M05371,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,56,
4409,M05372,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,56,
4410,M05379,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot,56,
4411,M0539,Rheumatoid heart disease with rheumatoid arthritis of multiple sites,56,
4412,M0540,Rheumatoid myopathy with rheumatoid arthritis of unspecified site,56,
4413,M05411,Rheumatoid myopathy with rheumatoid arthritis of right shoulder,56,
4414,M05412,Rheumatoid myopathy with rheumatoid arthritis of left shoulder,56,
4415,M05419,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder,56,
4416,M05421,Rheumatoid myopathy with rheumatoid arthritis of right elbow,56,
4417,M05422,Rheumatoid myopathy with rheumatoid arthritis of left elbow,56,
4418,M05429,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow,56,
4419,M05431,Rheumatoid myopathy with rheumatoid arthritis of right wrist,56,
4420,M05432,Rheumatoid myopathy with rheumatoid arthritis of left wrist,56,
4421,M05439,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist,56,
4422,M05441,Rheumatoid myopathy with rheumatoid arthritis of right hand,56,
4423,M05442,Rheumatoid myopathy with rheumatoid arthritis of left hand,56,
4424,M05449,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand,56,
4425,M05451,Rheumatoid myopathy with rheumatoid arthritis of right hip,56,
4426,M05452,Rheumatoid myopathy with rheumatoid arthritis of left hip,56,
4427,M05459,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip,56,
4428,M05461,Rheumatoid myopathy with rheumatoid arthritis of right knee,56,
4429,M05462,Rheumatoid myopathy with rheumatoid arthritis of left knee,56,
4430,M05469,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee,56,
4431,M05471,Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot,56,
4432,M05472,Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot,56,
4433,M05479,Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot,56,
4434,M0549,Rheumatoid myopathy with rheumatoid arthritis of multiple sites,56,
4435,M0550,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,56,115
4436,M05511,Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder,56,115
4437,M05512,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder,56,115
4438,M05519,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder,56,115
4439,M05521,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow,56,115
4440,M05522,Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow,56,115
4441,M05529,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow,56,115
4442,M05531,Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist,56,115
4443,M05532,Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist,56,115
4444,M05539,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist,56,115
4445,M05541,Rheumatoid polyneuropathy with rheumatoid arthritis of right hand,56,115
4446,M05542,Rheumatoid polyneuropathy with rheumatoid arthritis of left hand,56,115
4447,M05549,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand,56,115
4448,M05551,Rheumatoid polyneuropathy with rheumatoid arthritis of right hip,56,115
4449,M05552,Rheumatoid polyneuropathy with rheumatoid arthritis of left hip,56,115
4450,M05559,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip,56,115
4451,M05561,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee,56,115
4452,M05562,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee,56,115
4453,M05569,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee,56,115
4454,M05571,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot,56,115
4455,M05572,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot,56,115
4456,M05579,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot,56,115
4457,M0559,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,56,115
4458,M0560,Rheumatoid arthritis of unspecified site with involvement of other organs and systems,56,
4459,M05611,Rheumatoid arthritis of right shoulder with involvement of other organs and systems,56,
4460,M05612,Rheumatoid arthritis of left shoulder with involvement of other organs and systems,56,
4461,M05619,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems,56,
4462,M05621,Rheumatoid arthritis of right elbow with involvement of other organs and systems,56,
4463,M05622,Rheumatoid arthritis of left elbow with involvement of other organs and systems,56,
4464,M05629,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems,56,
4465,M05631,Rheumatoid arthritis of right wrist with involvement of other organs and systems,56,
4466,M05632,Rheumatoid arthritis of left wrist with involvement of other organs and systems,56,
4467,M05639,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems,56,
4468,M05641,Rheumatoid arthritis of right hand with involvement of other organs and systems,56,
4469,M05642,Rheumatoid arthritis of left hand with involvement of other organs and systems,56,
4470,M05649,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems,56,
4471,M05651,Rheumatoid arthritis of right hip with involvement of other organs and systems,56,
4472,M05652,Rheumatoid arthritis of left hip with involvement of other organs and systems,56,
4473,M05659,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems,56,
4474,M05661,Rheumatoid arthritis of right knee with involvement of other organs and systems,56,
4475,M05662,Rheumatoid arthritis of left knee with involvement of other organs and systems,56,
4476,M05669,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems,56,
4477,M05671,Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems,56,
4478,M05672,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems,56,
4479,M05679,Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems,56,
4480,M0569,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,56,
4481,M0570,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,56,
4482,M05711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,56,
4483,M05712,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,56,
4484,M05719,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement,56,
4485,M05721,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement,56,
4486,M05722,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,56,
4487,M05729,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement,56,
4488,M05731,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,56,
4489,M05732,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement,56,
4490,M05739,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,56,
4491,M05741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,56,
4492,M05742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,56,
4493,M05749,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,56,
4494,M05751,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement,56,
4495,M05752,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,56,
4496,M05759,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement,56,
4497,M05761,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,56,
4498,M05762,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement,56,
4499,M05769,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement,56,
4500,M05771,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,56,
4501,M05772,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,56,
4502,M05779,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,56,
4503,M0579,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,56,
4504,M0580,Other rheumatoid arthritis with rheumatoid factor of unspecified site,56,
4505,M05811,Other rheumatoid arthritis with rheumatoid factor of right shoulder,56,
4506,M05812,Other rheumatoid arthritis with rheumatoid factor of left shoulder,56,
4507,M05819,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder,56,
4508,M05821,Other rheumatoid arthritis with rheumatoid factor of right elbow,56,
4509,M05822,Other rheumatoid arthritis with rheumatoid factor of left elbow,56,
4510,M05829,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow,56,
4511,M05831,Other rheumatoid arthritis with rheumatoid factor of right wrist,56,
4512,M05832,Other rheumatoid arthritis with rheumatoid factor of left wrist,56,
4513,M05839,Other rheumatoid arthritis with rheumatoid factor of unspecified wrist,56,
4514,M05841,Other rheumatoid arthritis with rheumatoid factor of right hand,56,
4515,M05842,Other rheumatoid arthritis with rheumatoid factor of left hand,56,
4516,M05849,Other rheumatoid arthritis with rheumatoid factor of unspecified hand,56,
4517,M05851,Other rheumatoid arthritis with rheumatoid factor of right hip,56,
4518,M05852,Other rheumatoid arthritis with rheumatoid factor of left hip,56,
4519,M05859,Other rheumatoid arthritis with rheumatoid factor of unspecified hip,56,
4520,M05861,Other rheumatoid arthritis with rheumatoid factor of right knee,56,
4521,M05862,Other rheumatoid arthritis with rheumatoid factor of left knee,56,
4522,M05869,Other rheumatoid arthritis with rheumatoid factor of unspecified knee,56,
4523,M05871,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,56,
4524,M05872,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot,56,
4525,M05879,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot,56,
4526,M0589,Other rheumatoid arthritis with rheumatoid factor of multiple sites,56,
4527,M059,"Rheumatoid arthritis with rheumatoid factor, unspecified",56,
4528,M0600,"Rheumatoid arthritis without rheumatoid factor, unspecified site",56,
4529,M06011,"Rheumatoid arthritis without rheumatoid factor, right shoulder",56,
4530,M06012,"Rheumatoid arthritis without rheumatoid factor, left shoulder",56,
4531,M06019,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",56,
4532,M06021,"Rheumatoid arthritis without rheumatoid factor, right elbow",56,
4533,M06022,"Rheumatoid arthritis without rheumatoid factor, left elbow",56,
4534,M06029,"Rheumatoid arthritis without rheumatoid factor, unspecified elbow",56,
4535,M06031,"Rheumatoid arthritis without rheumatoid factor, right wrist",56,
4536,M06032,"Rheumatoid arthritis without rheumatoid factor, left wrist",56,
4537,M06039,"Rheumatoid arthritis without rheumatoid factor, unspecified wrist",56,
4538,M06041,"Rheumatoid arthritis without rheumatoid factor, right hand",56,
4539,M06042,"Rheumatoid arthritis without rheumatoid factor, left hand",56,
4540,M06049,"Rheumatoid arthritis without rheumatoid factor, unspecified hand",56,
4541,M06051,"Rheumatoid arthritis without rheumatoid factor, right hip",56,
4542,M06052,"Rheumatoid arthritis without rheumatoid factor, left hip",56,
4543,M06059,"Rheumatoid arthritis without rheumatoid factor, unspecified hip",56,
4544,M06061,"Rheumatoid arthritis without rheumatoid factor, right knee",56,
4545,M06062,"Rheumatoid arthritis without rheumatoid factor, left knee",56,
4546,M06069,"Rheumatoid arthritis without rheumatoid factor, unspecified knee",56,
4547,M06071,"Rheumatoid arthritis without rheumatoid factor, right ankle and foot",56,
4548,M06072,"Rheumatoid arthritis without rheumatoid factor, left ankle and foot",56,
4549,M06079,"Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",56,
4550,M0608,"Rheumatoid arthritis without rheumatoid factor, vertebrae",56,
4551,M0609,"Rheumatoid arthritis without rheumatoid factor, multiple sites",56,
4552,M061,Adult-onset Still's disease,56,
4553,M0620,"Rheumatoid bursitis, unspecified site",56,
4554,M06211,"Rheumatoid bursitis, right shoulder",56,
4555,M06212,"Rheumatoid bursitis, left shoulder",56,
4556,M06219,"Rheumatoid bursitis, unspecified shoulder",56,
4557,M06221,"Rheumatoid bursitis, right elbow",56,
4558,M06222,"Rheumatoid bursitis, left elbow",56,
4559,M06229,"Rheumatoid bursitis, unspecified elbow",56,
4560,M06231,"Rheumatoid bursitis, right wrist",56,
4561,M06232,"Rheumatoid bursitis, left wrist",56,
4562,M06239,"Rheumatoid bursitis, unspecified wrist",56,
4563,M06241,"Rheumatoid bursitis, right hand",56,
4564,M06242,"Rheumatoid bursitis, left hand",56,
4565,M06249,"Rheumatoid bursitis, unspecified hand",56,
4566,M06251,"Rheumatoid bursitis, right hip",56,
4567,M06252,"Rheumatoid bursitis, left hip",56,
4568,M06259,"Rheumatoid bursitis, unspecified hip",56,
4569,M06261,"Rheumatoid bursitis, right knee",56,
4570,M06262,"Rheumatoid bursitis, left knee",56,
4571,M06269,"Rheumatoid bursitis, unspecified knee",56,
4572,M06271,"Rheumatoid bursitis, right ankle and foot",56,
4573,M06272,"Rheumatoid bursitis, left ankle and foot",56,
4574,M06279,"Rheumatoid bursitis, unspecified ankle and foot",56,
4575,M0628,"Rheumatoid bursitis, vertebrae",56,
4576,M0629,"Rheumatoid bursitis, multiple sites",56,
4577,M0630,"Rheumatoid nodule, unspecified site",56,
4578,M06311,"Rheumatoid nodule, right shoulder",56,
4579,M06312,"Rheumatoid nodule, left shoulder",56,
4580,M06319,"Rheumatoid nodule, unspecified shoulder",56,
4581,M06321,"Rheumatoid nodule, right elbow",56,
4582,M06322,"Rheumatoid nodule, left elbow",56,
4583,M06329,"Rheumatoid nodule, unspecified elbow",56,
4584,M06331,"Rheumatoid nodule, right wrist",56,
4585,M06332,"Rheumatoid nodule, left wrist",56,
4586,M06339,"Rheumatoid nodule, unspecified wrist",56,
4587,M06341,"Rheumatoid nodule, right hand",56,
4588,M06342,"Rheumatoid nodule, left hand",56,
4589,M06349,"Rheumatoid nodule, unspecified hand",56,
4590,M06351,"Rheumatoid nodule, right hip",56,
4591,M06352,"Rheumatoid nodule, left hip",56,
4592,M06359,"Rheumatoid nodule, unspecified hip",56,
4593,M06361,"Rheumatoid nodule, right knee",56,
4594,M06362,"Rheumatoid nodule, left knee",56,
4595,M06369,"Rheumatoid nodule, unspecified knee",56,
4596,M06371,"Rheumatoid nodule, right ankle and foot",56,
4597,M06372,"Rheumatoid nodule, left ankle and foot",56,
4598,M06379,"Rheumatoid nodule, unspecified ankle and foot",56,
4599,M0638,"Rheumatoid nodule, vertebrae",56,
4600,M0639,"Rheumatoid nodule, multiple sites",56,
4601,M064,Inflammatory polyarthropathy,57,
4602,M0680,"Other specified rheumatoid arthritis, unspecified site",56,
4603,M06811,"Other specified rheumatoid arthritis, right shoulder",56,
4604,M06812,"Other specified rheumatoid arthritis, left shoulder",56,
4605,M06819,"Other specified rheumatoid arthritis, unspecified shoulder",56,
4606,M06821,"Other specified rheumatoid arthritis, right elbow",56,
4607,M06822,"Other specified rheumatoid arthritis, left elbow",56,
4608,M06829,"Other specified rheumatoid arthritis, unspecified elbow",56,
4609,M06831,"Other specified rheumatoid arthritis, right wrist",56,
4610,M06832,"Other specified rheumatoid arthritis, left wrist",56,
4611,M06839,"Other specified rheumatoid arthritis, unspecified wrist",56,
4612,M06841,"Other specified rheumatoid arthritis, right hand",56,
4613,M06842,"Other specified rheumatoid arthritis, left hand",56,
4614,M06849,"Other specified rheumatoid arthritis, unspecified hand",56,
4615,M06851,"Other specified rheumatoid arthritis, right hip",56,
4616,M06852,"Other specified rheumatoid arthritis, left hip",56,
4617,M06859,"Other specified rheumatoid arthritis, unspecified hip",56,
4618,M06861,"Other specified rheumatoid arthritis, right knee",56,
4619,M06862,"Other specified rheumatoid arthritis, left knee",56,
4620,M06869,"Other specified rheumatoid arthritis, unspecified knee",56,
4621,M06871,"Other specified rheumatoid arthritis, right ankle and foot",56,
4622,M06872,"Other specified rheumatoid arthritis, left ankle and foot",56,
4623,M06879,"Other specified rheumatoid arthritis, unspecified ankle and foot",56,
4624,M0688,"Other specified rheumatoid arthritis, vertebrae",56,
4625,M0689,"Other specified rheumatoid arthritis, multiple sites",56,
4626,M069,"Rheumatoid arthritis, unspecified",56,
4627,M0800,Unspecified juvenile rheumatoid arthritis of unspecified site,56,
4628,M08011,"Unspecified juvenile rheumatoid arthritis, right shoulder",56,
4629,M08012,"Unspecified juvenile rheumatoid arthritis, left shoulder",56,
4630,M08019,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder",56,
4631,M08021,"Unspecified juvenile rheumatoid arthritis, right elbow",56,
4632,M08022,"Unspecified juvenile rheumatoid arthritis, left elbow",56,
4633,M08029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",56,
4634,M08031,"Unspecified juvenile rheumatoid arthritis, right wrist",56,
4635,M08032,"Unspecified juvenile rheumatoid arthritis, left wrist",56,
4636,M08039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",56,
4637,M08041,"Unspecified juvenile rheumatoid arthritis, right hand",56,
4638,M08042,"Unspecified juvenile rheumatoid arthritis, left hand",56,
4639,M08049,"Unspecified juvenile rheumatoid arthritis, unspecified hand",56,
4640,M08051,"Unspecified juvenile rheumatoid arthritis, right hip",56,
4641,M08052,"Unspecified juvenile rheumatoid arthritis, left hip",56,
4642,M08059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",56,
4643,M08061,"Unspecified juvenile rheumatoid arthritis, right knee",56,
4644,M08062,"Unspecified juvenile rheumatoid arthritis, left knee",56,
4645,M08069,"Unspecified juvenile rheumatoid arthritis, unspecified knee",56,
4646,M08071,"Unspecified juvenile rheumatoid arthritis, right ankle and foot",56,
4647,M08072,"Unspecified juvenile rheumatoid arthritis, left ankle and foot",56,
4648,M08079,"Unspecified juvenile rheumatoid arthritis, unspecified ankle and foot",56,
4649,M0808,"Unspecified juvenile rheumatoid arthritis, vertebrae",56,
4650,M0809,"Unspecified juvenile rheumatoid arthritis, multiple sites",56,
4651,M081,Juvenile ankylosing spondylitis,56,
4652,M0820,"Juvenile rheumatoid arthritis with systemic onset, unspecified site",56,
4653,M08211,"Juvenile rheumatoid arthritis with systemic onset, right shoulder",56,
4654,M08212,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",56,
4655,M08219,"Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder",56,
4656,M08221,"Juvenile rheumatoid arthritis with systemic onset, right elbow",56,
4657,M08222,"Juvenile rheumatoid arthritis with systemic onset, left elbow",56,
4658,M08229,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow",56,
4659,M08231,"Juvenile rheumatoid arthritis with systemic onset, right wrist",56,
4660,M08232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",56,
4661,M08239,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",56,
4662,M08241,"Juvenile rheumatoid arthritis with systemic onset, right hand",56,
4663,M08242,"Juvenile rheumatoid arthritis with systemic onset, left hand",56,
4664,M08249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",56,
4665,M08251,"Juvenile rheumatoid arthritis with systemic onset, right hip",56,
4666,M08252,"Juvenile rheumatoid arthritis with systemic onset, left hip",56,
4667,M08259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",56,
4668,M08261,"Juvenile rheumatoid arthritis with systemic onset, right knee",56,
4669,M08262,"Juvenile rheumatoid arthritis with systemic onset, left knee",56,
4670,M08269,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee",56,
